civilite,prenom,nom,lieu_dit,cp,ville,id_client,code_postal,nom_de_la_commune,c_insee,c_iris,c_qualite_iris,codgeo,id,age_retraite,age_etud,rfmd911,tx_seul,tx_fammono,tx_coupsenf,tx_coupaenf,et_niv0,et_niv1,et_niv2,propr,locat,locat_hlm,h_ind,t_comm,typocom,rev,c_indice_qualite_rev,t_mm,t_m,t_p,t_pp,c_indice_qualite_formation,c_indice_qualite_menage,c_indice_qualite_pcs,c_indice_qualite_logement
Mme,Susan,Rivière,,44000,Nantes,13686ce5-0e28-4490-a71d-829451767add,44000.0,NANTES,44109,0000,2,441090000,39360.0,55.04,20.43,67159.0,0.53,0.08,0.21,0.18,0.43,0.33,0.24,0.32,0.68,0.17,0.22,8.0,111.0,24386.32,1.0,0.27,0.22,0.28,0.23,3.0,4.0,2.0,3.0
M.,Guy,Lecoq,,69001,Lyon,27326b57-9e52-4d5f-a3a0-fbb7ea9a85fa,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Claude,Masson,,44000,Nantes,699da16f-eefc-4688-a6ac-1c6019bf7c65,44000.0,NANTES,44109,0000,2,441090000,39360.0,55.04,20.43,67159.0,0.53,0.08,0.21,0.18,0.43,0.33,0.24,0.32,0.68,0.17,0.22,8.0,111.0,24386.32,1.0,0.27,0.22,0.28,0.23,3.0,4.0,2.0,3.0
M.,Gilles,Hubert,,69100,Villeurbanne,da8e762a-d35c-4d5c-98a0-91c526989c3b,69100.0,VILLEURBANNE,69266,0000,2,692660000,66445.0,53.43,20.4,57605.0,0.48,0.09,0.21,0.22,0.51,0.31,0.18,0.3,0.7,0.18,0.06,7.0,111.0,20557.08,1.0,0.28,0.26,0.29,0.17,2.0,4.0,2.0,3.0
M.,Augustin,Turpin,,72000,Le Mans,27687c9d-69ba-4c4b-ae05-ce7f5fcea036,72000.0,LE MANS,72181,0000,2,721810000,69613.0,58.83,19.57,56435.0,0.47,0.09,0.25,0.19,0.6,0.27,0.13,0.37,0.63,0.2,0.43,7.0,111.0,21165.95,0.0,0.33,0.26,0.28,0.14,0.0,4.0,0.0,2.0
M.,Laurent,Bourgeois,,69100,Villeurbanne,1d4d10e1-ae9c-4c5c-a95e-5e593f83d45a,69100.0,VILLEURBANNE,69266,0000,2,692660000,66445.0,53.43,20.4,57605.0,0.48,0.09,0.21,0.22,0.51,0.31,0.18,0.3,0.7,0.18,0.06,7.0,111.0,20557.08,1.0,0.28,0.26,0.29,0.17,2.0,4.0,2.0,3.0
M.,Louis,Vasseur,,33000,Bordeaux,1fb6fd1c-b5e0-4c72-9183-20965b7fe16d,33000.0,BORDEAUX,33063,0000,2,330630000,29517.0,55.26,21.09,69644.0,0.57,0.08,0.19,0.15,0.39,0.33,0.28,0.28,0.72,0.11,0.25,8.0,111.0,24278.42,2.0,0.25,0.23,0.29,0.24,4.0,4.0,2.0,4.0
Mme,Aurélie,Gérard,,33000,Bordeaux,8b3c777a-6f9a-4a3c-b847-380bb7002823,33000.0,BORDEAUX,33063,0000,2,330630000,29517.0,55.26,21.09,69644.0,0.57,0.08,0.19,0.15,0.39,0.33,0.28,0.28,0.72,0.11,0.25,8.0,111.0,24278.42,2.0,0.25,0.23,0.29,0.24,4.0,4.0,2.0,4.0
M.,Gilbert,Dufour,,34000,Montpellier,39001766-bc2e-4a4f-a0cb-afd73df8879b,34000.0,MONTPELLIER,34172,0000,2,341720000,31260.0,54.48,20.95,57447.0,0.53,0.1,0.2,0.17,0.44,0.33,0.24,0.29,0.71,0.14,0.14,8.0,111.0,19788.96,1.0,0.31,0.23,0.27,0.19,3.0,4.0,1.0,4.0
Mme,Adrienne,Gillet,,33000,Bordeaux,583f015c-7069-49cf-ae5e-8647f9266f96,33000.0,BORDEAUX,33063,0000,2,330630000,29517.0,55.26,21.09,69644.0,0.57,0.08,0.19,0.15,0.39,0.33,0.28,0.28,0.72,0.11,0.25,8.0,111.0,24278.42,2.0,0.25,0.23,0.29,0.24,4.0,4.0,2.0,4.0
Mme,Susanne,Lévy,,76600,Le Havre,91a3fe6e-b717-4ef1-a665-6deac7991c3a,76600.0,LE HAVRE,76351,0000,2,763510000,73321.0,59.21,19.63,54242.0,0.42,0.11,0.24,0.23,0.67,0.24,0.09,0.3,0.7,0.25,0.28,7.0,111.0,19466.58,0.0,0.39,0.27,0.24,0.1,2.0,4.0,0.0,3.0
Mme,Julie,Rolland,,49000,Angers,94ed1f91-d6f3-4511-8095-029def19a64d,49000.0,ANGERS,49007,0000,2,490070000,42437.0,55.95,18.73,57293.0,0.53,0.09,0.22,0.16,0.52,0.3,0.18,0.25,0.75,0.23,0.24,7.0,111.0,21050.29,1.0,0.32,0.24,0.27,0.17,1.0,4.0,0.0,4.0
M.,David,Gomes,,76600,Le Havre,de5f19a8-9b9e-4400-aaf0-3ba0fe94fcd0,76600.0,LE HAVRE,76351,0000,2,763510000,73321.0,59.21,19.63,54242.0,0.42,0.11,0.24,0.23,0.67,0.24,0.09,0.3,0.7,0.25,0.28,7.0,111.0,19466.58,0.0,0.39,0.27,0.24,0.1,2.0,4.0,0.0,3.0
Mme,Michèle,Marion,,75001,Paris,ebffb215-45c3-4fdc-a06d-4076770f378f,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Henriette,Faivre,,75001,Paris,5c40399f-e69c-4e2e-aaa7-592c9a1ee2db,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Marthe,Salmon,,69100,Villeurbanne,941b6b42-c4f6-40f6-a586-b32c4adcd279,69100.0,VILLEURBANNE,69266,0000,2,692660000,66445.0,53.43,20.4,57605.0,0.48,0.09,0.21,0.22,0.51,0.31,0.18,0.3,0.7,0.18,0.06,7.0,111.0,20557.08,1.0,0.28,0.26,0.29,0.17,2.0,4.0,2.0,3.0
M.,Théodore,Dupuis,,13001,Marseille,8adb1363-d86e-4120-96ed-241c1541e649,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Corinne,Foucher,,87000,Limoges,25e8de97-ba51-4c45-8530-f18c29f1ba65,87000.0,LIMOGES,87085,0000,2,870850000,82743.0,57.88,19.88,55183.0,0.52,0.09,0.23,0.16,0.56,0.29,0.15,0.33,0.67,0.18,0.27,7.0,111.0,20391.11,0.0,0.33,0.25,0.28,0.14,0.0,4.0,0.0,3.0
Mme,Simone,Buisson,,69001,Lyon,b249b27a-0db6-4d2f-88d5-80282b1ca484,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.,Antoine,Moreau,,6000,Nice,d8b2d390-3144-48d2-bc3c-7370a0dc4f1c,6000.0,NICE,06088,0000,2,060880000,4480.0,61.38,21.01,62811.0,0.45,0.1,0.24,0.21,0.54,0.3,0.16,0.45,0.55,0.09,0.08,8.0,111.0,22717.1,0.0,0.27,0.29,0.29,0.15,0.0,4.0,2.0,1.0
M.,Gabriel,Fischer,,67000,Strasbourg,afe57dd6-d5b4-4edb-899d-737911259e75,67000.0,STRASBOURG,67482,0000,2,674820000,64528.0,55.66,20.62,63906.5,0.49,0.1,0.2,0.21,0.5,0.27,0.23,0.22,0.78,0.19,0.07,8.0,111.0,22478.58,1.0,0.32,0.22,0.25,0.21,2.0,4.0,1.0,4.0
M.,Étienne,Texier,,74000,Annecy,ae978622-67f0-4555-a977-d3faa3742c80,74000.0,ANNECY,74010,0000,2,740100000,70784.0,55.86,20.45,67163.0,0.5,0.08,0.25,0.17,0.48,0.32,0.2,0.43,0.57,0.11,0.05,6.0,111.0,24321.05,0.0,0.26,0.25,0.31,0.18,2.0,4.0,2.0,1.0
Mme,Pauline,Brunet,,6000,Nice,6cfb581f-97db-49db-ab25-07cda6fd5f0f,6000.0,NICE,06088,0000,2,060880000,4480.0,61.38,21.01,62811.0,0.45,0.1,0.24,0.21,0.54,0.3,0.16,0.45,0.55,0.09,0.08,8.0,111.0,22717.1,0.0,0.27,0.29,0.29,0.15,0.0,4.0,2.0,1.0
M.,Olivier,Barbier,,29200,Brest,2de8664b-109e-4c4b-a1a2-a1649475a545,29200.0,BREST,29019,0000,2,290190000,24550.0,56.61,20.25,53821.0,0.52,0.09,0.21,0.18,0.52,0.32,0.15,0.39,0.61,0.16,0.25,7.0,111.0,20100.44,0.0,0.32,0.27,0.25,0.16,1.0,4.0,1.0,2.0
M.,Philippe,Breton,,67000,Strasbourg,dce978f0-1456-4ca0-8960-ca5b263deb6d,67000.0,STRASBOURG,67482,0000,2,674820000,64528.0,55.66,20.62,63906.5,0.49,0.1,0.2,0.21,0.5,0.27,0.23,0.22,0.78,0.19,0.07,8.0,111.0,22478.58,1.0,0.32,0.22,0.25,0.21,2.0,4.0,1.0,4.0
Mme,Luce,Berger,,80000,Amiens,e1e78118-94c3-47d4-99eb-9c132db5780e,80000.0,AMIENS,80021,0000,2,800210000,77450.0,55.26,19.53,56990.0,0.46,0.12,0.21,0.21,0.57,0.26,0.16,0.27,0.73,0.23,0.39,7.0,111.0,19976.59,0.0,0.35,0.25,0.25,0.16,0.0,4.0,0.0,4.0
M.,Guillaume,Pierre,,63000,Clermont-Ferrand,6e9beeb2-b1de-47f6-aae0-25b7c7bdef43,63000.0,CLERMONT FERRAND,63113,0000,2,631130000,59919.0,54.95,20.12,54684.0,0.55,0.08,0.21,0.16,0.54,0.29,0.17,0.26,0.74,0.2,0.18,7.0,111.0,20214.23,1.0,0.32,0.26,0.25,0.16,0.0,4.0,0.0,4.0
Mme,Thérèse,Guillaume,,80000,Amiens,30a56781-7c87-4791-93e7-14b702d9eee6,80000.0,AMIENS,80021,0000,2,800210000,77450.0,55.26,19.53,56990.0,0.46,0.12,0.21,0.21,0.57,0.26,0.16,0.27,0.73,0.23,0.39,7.0,111.0,19976.59,0.0,0.35,0.25,0.25,0.16,0.0,4.0,0.0,4.0
Mme,Odette,Renard,,33000,Bordeaux,99a9e087-adf1-42f5-b618-a2370988374a,33000.0,BORDEAUX,33063,0000,2,330630000,29517.0,55.26,21.09,69644.0,0.57,0.08,0.19,0.15,0.39,0.33,0.28,0.28,0.72,0.11,0.25,8.0,111.0,24278.42,2.0,0.25,0.23,0.29,0.24,4.0,4.0,2.0,4.0
Mme,Christine,Vaillant,,42000,Saint-Étienne,408e81fd-39e7-4789-a702-ecf32a7ea04c,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Amélie,Julien,,6000,Nice,9a15476f-3317-4269-a7c0-14dd26d0a562,6000.0,NICE,06088,0000,2,060880000,4480.0,61.38,21.01,62811.0,0.45,0.1,0.24,0.21,0.54,0.3,0.16,0.45,0.55,0.09,0.08,8.0,111.0,22717.1,0.0,0.27,0.29,0.29,0.15,0.0,4.0,2.0,1.0
Mme,Claude,Regnier,,74000,Annecy,4d041d59-bcb2-4eb0-bc66-c77d0859de9c,74000.0,ANNECY,74010,0000,2,740100000,70784.0,55.86,20.45,67163.0,0.5,0.08,0.25,0.17,0.48,0.32,0.2,0.43,0.57,0.11,0.05,6.0,111.0,24321.05,0.0,0.26,0.25,0.31,0.18,2.0,4.0,2.0,1.0
Mme,Paulette,Guilbert,,37000,Tours,cceea047-7977-401c-9b75-78bd9fe29e6d,37000.0,TOURS,37261,0000,2,372610000,33781.0,55.72,19.42,56754.0,0.55,0.08,0.21,0.15,0.52,0.3,0.17,0.26,0.74,0.22,0.22,7.0,111.0,20848.96,0.0,0.31,0.26,0.27,0.17,1.0,4.0,1.0,4.0
Mme,Paulette,Jean,,63000,Clermont-Ferrand,f5f4507e-c2d5-494a-9c47-9cd6e3c55b4f,63000.0,CLERMONT FERRAND,63113,0000,2,631130000,59919.0,54.95,20.12,54684.0,0.55,0.08,0.21,0.16,0.54,0.29,0.17,0.26,0.74,0.2,0.18,7.0,111.0,20214.23,1.0,0.32,0.26,0.25,0.16,0.0,4.0,0.0,4.0
M.,Honoré,Gaillard,,33000,Bordeaux,194f3540-959c-4340-953c-d1bc1abda132,33000.0,BORDEAUX,33063,0000,2,330630000,29517.0,55.26,21.09,69644.0,0.57,0.08,0.19,0.15,0.39,0.33,0.28,0.28,0.72,0.11,0.25,8.0,111.0,24278.42,2.0,0.25,0.23,0.29,0.24,4.0,4.0,2.0,4.0
M.,Émile,Techer,,69001,Lyon,92912b2e-2e43-4c76-b30a-01aef95dee06,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Nathalie,Loiseau,,51100,Reims,926f767e-6f57-4488-85b6-31a3f7bcea59,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
Mme,Nathalie,Loiseau,,51100,Reims,926f767e-6f57-4488-85b6-31a3f7bcea59,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
Mme,Virginie,Fernandez,,49000,Angers,e57113fc-192d-431c-a52f-fe28adfca846,49000.0,ANGERS,49007,0000,2,490070000,42437.0,55.95,18.73,57293.0,0.53,0.09,0.22,0.16,0.52,0.3,0.18,0.25,0.75,0.23,0.24,7.0,111.0,21050.29,1.0,0.32,0.24,0.27,0.17,1.0,4.0,0.0,4.0
Mme,Josette,Laroche,,87000,Limoges,9a835afe-30b9-43a6-960c-9a15a55c1c79,87000.0,LIMOGES,87085,0000,2,870850000,82743.0,57.88,19.88,55183.0,0.52,0.09,0.23,0.16,0.56,0.29,0.15,0.33,0.67,0.18,0.27,7.0,111.0,20391.11,0.0,0.33,0.25,0.28,0.14,0.0,4.0,0.0,3.0
M.,Adrien,Marion,,87000,Limoges,0601e1f0-133e-49ab-94b3-49829ce0897f,87000.0,LIMOGES,87085,0000,2,870850000,82743.0,57.88,19.88,55183.0,0.52,0.09,0.23,0.16,0.56,0.29,0.15,0.33,0.67,0.18,0.27,7.0,111.0,20391.11,0.0,0.33,0.25,0.28,0.14,0.0,4.0,0.0,3.0
M.,Bernard,Garcia,,42000,Saint-Étienne,27a12f18-f707-4287-9dae-ee4d9d132599,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.,Adrien,Launay,,25000,Besançon,38d6380c-03ed-43bc-ad53-f04ae52dcc0d,25000.0,BESANCON,25056,0000,2,250560000,20195.0,56.56,19.79,57337.0,0.55,0.09,0.2,0.16,0.52,0.29,0.19,0.29,0.71,0.19,0.13,7.0,111.0,21110.06,0.0,0.31,0.24,0.27,0.18,1.0,4.0,1.0,4.0
Mme,Astrid,Lebon,,51100,Reims,835eec39-c84b-48af-bd18-936754a421ad,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
Mme,Astrid,Lebon,,51100,Reims,835eec39-c84b-48af-bd18-936754a421ad,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
Mme,Christiane,Leblanc,,6000,Nice,b5e05ddd-5c6b-42ec-b442-b4c09adf8419,6000.0,NICE,06088,0000,2,060880000,4480.0,61.38,21.01,62811.0,0.45,0.1,0.24,0.21,0.54,0.3,0.16,0.45,0.55,0.09,0.08,8.0,111.0,22717.1,0.0,0.27,0.29,0.29,0.15,0.0,4.0,2.0,1.0
Mme,Manon,Bouchet,,57000,Metz,6d7d334f-1e52-4031-8302-3b4f9ccde377,57000.0,METZ,57463,0000,2,574630000,51455.0,55.88,20.12,60618.0,0.47,0.1,0.23,0.2,0.54,0.29,0.18,0.28,0.72,0.18,0.14,7.0,111.0,21377.12,0.0,0.3,0.27,0.25,0.17,0.0,4.0,1.0,4.0
M.,Victor,Delannoy,,6000,Nice,c8c9c1b9-7858-49e3-8f7b-36e66d423f5c,6000.0,NICE,06088,0000,2,060880000,4480.0,61.38,21.01,62811.0,0.45,0.1,0.24,0.21,0.54,0.3,0.16,0.45,0.55,0.09,0.08,8.0,111.0,22717.1,0.0,0.27,0.29,0.29,0.15,0.0,4.0,2.0,1.0
M.,Gérard,Dupuy,,6000,Nice,c299319e-2e2c-4a11-ad20-2308ccccc444,6000.0,NICE,06088,0000,2,060880000,4480.0,61.38,21.01,62811.0,0.45,0.1,0.24,0.21,0.54,0.3,0.16,0.45,0.55,0.09,0.08,8.0,111.0,22717.1,0.0,0.27,0.29,0.29,0.15,0.0,4.0,2.0,1.0
Mme,Margaud,Leclercq,,38000,Grenoble,37cf5f20-adc1-431e-b08e-7a208367c8da,38000.0,GRENOBLE,38185,0000,2,381850000,34283.0,53.79,20.47,61190.0,0.52,0.08,0.22,0.17,0.43,0.3,0.28,0.33,0.67,0.14,0.03,7.0,111.0,21950.05,2.0,0.26,0.21,0.27,0.26,4.0,4.0,3.0,3.0
Mme,Amélie,Lacombe,,13001,Marseille,2e053fc0-18d1-4253-aeb4-f8235df274aa,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Christiane,Fernandez,,13100,Aix-en-Provence,e92660fc-cef0-4d5c-9c90-fda7511db64e,13100.0,AIX EN PROVENCE,13001,0000,2,130010000,9737.0,59.59,21.19,79075.0,0.47,0.09,0.24,0.2,0.4,0.32,0.28,0.34,0.66,0.13,0.22,7.0,111.0,27992.02,1.0,0.23,0.23,0.29,0.25,4.0,4.0,3.0,3.0
Mme,Christiane,Fernandez,,13100,Aix-en-Provence,e92660fc-cef0-4d5c-9c90-fda7511db64e,13100.0,AIX EN PROVENCE,13001,0000,2,130010000,9737.0,59.59,21.19,79075.0,0.47,0.09,0.24,0.2,0.4,0.32,0.28,0.34,0.66,0.13,0.22,7.0,111.0,27992.02,1.0,0.23,0.23,0.29,0.25,4.0,4.0,3.0,3.0
M.,Alfred,Guérin,,87000,Limoges,4ed4c00c-8be7-4e61-bac3-1c15be199d57,87000.0,LIMOGES,87085,0000,2,870850000,82743.0,57.88,19.88,55183.0,0.52,0.09,0.23,0.16,0.56,0.29,0.15,0.33,0.67,0.18,0.27,7.0,111.0,20391.11,0.0,0.33,0.25,0.28,0.14,0.0,4.0,0.0,3.0
Mme,Lucie,Gilles,,13001,Marseille,1861309b-a620-472a-9ea7-360aab42b3d3,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.,Stéphane,Martel,,29200,Brest,80713edb-45fc-45b5-a72f-56a2c67f01fa,29200.0,BREST,29019,0000,2,290190000,24550.0,56.61,20.25,53821.0,0.52,0.09,0.21,0.18,0.52,0.32,0.15,0.39,0.61,0.16,0.25,7.0,111.0,20100.44,0.0,0.32,0.27,0.25,0.16,1.0,4.0,1.0,2.0
M.,Alexandre,Mercier,,59000,Lille,5092e7d3-e6f8-4d87-ae0d-c07c82c7ed26,59000.0,LILLE,59350,0000,2,593500000,53884.0,53.4,20.47,59281.0,0.56,0.09,0.19,0.17,0.46,0.27,0.27,0.23,0.77,0.18,0.23,8.0,111.0,19794.5,3.0,0.29,0.22,0.26,0.24,3.0,4.0,2.0,4.0
Mme,Renée,Dupuy,,35000,Rennes,ecff1e73-a9d7-4ca9-ab51-9810b5c95617,35000.0,RENNES,35238,0000,2,352380000,32298.0,55.18,19.8,63135.0,0.55,0.07,0.21,0.16,0.45,0.31,0.24,0.3,0.7,0.18,0.15,8.0,111.0,22884.53,2.0,0.28,0.24,0.26,0.23,3.0,4.0,2.0,3.0
M.,Michel,Benoit,,33000,Bordeaux,aa089961-773e-4c7b-a14b-92e053659253,33000.0,BORDEAUX,33063,0000,2,330630000,29517.0,55.26,21.09,69644.0,0.57,0.08,0.19,0.15,0.39,0.33,0.28,0.28,0.72,0.11,0.25,8.0,111.0,24278.42,2.0,0.25,0.23,0.29,0.24,4.0,4.0,2.0,4.0
M.,Henri,Pons,,13001,Marseille,45240e80-73a7-46c9-8ec3-370acddf8ed8,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.,Tristan,Charpentier,,69001,Lyon,fc54b153-4d88-4fd4-80bd-301e97c20a65,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Julie,Foucher,,83000,Toulon,7172ff3d-9da3-4b0b-b570-715cd306e8e4,83000.0,TOULON,83137,0000,2,831370000,80691.0,61.14,20.7,57254.0,0.44,0.11,0.24,0.21,0.59,0.29,0.12,0.42,0.58,0.11,0.22,7.0,111.0,20126.66,0.0,0.31,0.31,0.26,0.11,0.0,4.0,1.0,1.0
M.,Stéphane,Pages,,69100,Villeurbanne,61124062-83e7-4e20-8ab1-b768102bc678,69100.0,VILLEURBANNE,69266,0000,2,692660000,66445.0,53.43,20.4,57605.0,0.48,0.09,0.21,0.22,0.51,0.31,0.18,0.3,0.7,0.18,0.06,7.0,111.0,20557.08,1.0,0.28,0.26,0.29,0.17,2.0,4.0,2.0,3.0
Mme,Alexandria,Brunet,,63000,Clermont-Ferrand,b52be125-ce4f-4068-b4ba-3537313ab163,63000.0,CLERMONT FERRAND,63113,0000,2,631130000,59919.0,54.95,20.12,54684.0,0.55,0.08,0.21,0.16,0.54,0.29,0.17,0.26,0.74,0.2,0.18,7.0,111.0,20214.23,1.0,0.32,0.26,0.25,0.16,0.0,4.0,0.0,4.0
M.,Gilbert,Pons,,83000,Toulon,2ac072bf-31ad-485a-80c0-93c82f026d4a,83000.0,TOULON,83137,0000,2,831370000,80691.0,61.14,20.7,57254.0,0.44,0.11,0.24,0.21,0.59,0.29,0.12,0.42,0.58,0.11,0.22,7.0,111.0,20126.66,0.0,0.31,0.31,0.26,0.11,0.0,4.0,1.0,1.0
Mme,Hélène,Lemonnier,,69001,Lyon,eba1384a-0ce6-454b-b879-51cf36002e38,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.,Théodore,Diaz,,74000,Annecy,0f2dcd41-0886-4007-9e28-aee4e4a9b0f0,74000.0,ANNECY,74010,0000,2,740100000,70784.0,55.86,20.45,67163.0,0.5,0.08,0.25,0.17,0.48,0.32,0.2,0.43,0.57,0.11,0.05,6.0,111.0,24321.05,0.0,0.26,0.25,0.31,0.18,2.0,4.0,2.0,1.0
Mme,Virginie,Henry,,87000,Limoges,2f824b5e-bcd3-486d-8799-cc74ba1ecf50,87000.0,LIMOGES,87085,0000,2,870850000,82743.0,57.88,19.88,55183.0,0.52,0.09,0.23,0.16,0.56,0.29,0.15,0.33,0.67,0.18,0.27,7.0,111.0,20391.11,0.0,0.33,0.25,0.28,0.14,0.0,4.0,0.0,3.0
Mme,Alexandria,Aubry,,38000,Grenoble,49181c12-15ba-4e3e-a415-0e205a8ad4c6,38000.0,GRENOBLE,38185,0000,2,381850000,34283.0,53.79,20.47,61190.0,0.52,0.08,0.22,0.17,0.43,0.3,0.28,0.33,0.67,0.14,0.03,7.0,111.0,21950.05,2.0,0.26,0.21,0.27,0.26,4.0,4.0,3.0,3.0
M.,Gilles,Dupuy,,13001,Marseille,ccf67a38-42c5-4949-a8ce-365808c53d67,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.,Martin,Launay,,74000,Annecy,4b3ff221-1d28-4258-896f-852a5960ba62,74000.0,ANNECY,74010,0000,2,740100000,70784.0,55.86,20.45,67163.0,0.5,0.08,0.25,0.17,0.48,0.32,0.2,0.43,0.57,0.11,0.05,6.0,111.0,24321.05,0.0,0.26,0.25,0.31,0.18,2.0,4.0,2.0,1.0
M.,Isaac,Poulain,,38000,Grenoble,d774d467-1d1a-4fe1-9022-f8d8186579af,38000.0,GRENOBLE,38185,0000,2,381850000,34283.0,53.79,20.47,61190.0,0.52,0.08,0.22,0.17,0.43,0.3,0.28,0.33,0.67,0.14,0.03,7.0,111.0,21950.05,2.0,0.26,0.21,0.27,0.26,4.0,4.0,3.0,3.0
Mme,Astrid,Lopez,,63000,Clermont-Ferrand,bbcc6616-8d60-4f9f-93cc-1d1be3cacc43,63000.0,CLERMONT FERRAND,63113,0000,2,631130000,59919.0,54.95,20.12,54684.0,0.55,0.08,0.21,0.16,0.54,0.29,0.17,0.26,0.74,0.2,0.18,7.0,111.0,20214.23,1.0,0.32,0.26,0.25,0.16,0.0,4.0,0.0,4.0
M.,Denis,Gilles,,30000,Nîmes,773812b0-f8dc-467d-9434-e3ba343b6d02,30000.0,NIMES,30189,0000,2,301890000,26493.0,60.84,20.13,57395.0,0.44,0.12,0.23,0.21,0.57,0.28,0.15,0.35,0.65,0.16,0.31,7.0,111.0,20001.63,0.0,0.35,0.27,0.25,0.13,0.0,4.0,0.0,2.0
M.,Benjamin,Pierre,,44000,Nantes,d88bbe00-f9ae-4347-adae-8dffc35b43bc,44000.0,NANTES,44109,0000,2,441090000,39360.0,55.04,20.43,67159.0,0.53,0.08,0.21,0.18,0.43,0.33,0.24,0.32,0.68,0.17,0.22,8.0,111.0,24386.32,1.0,0.27,0.22,0.28,0.23,3.0,4.0,2.0,3.0
M.,Jules,Guérin,,13100,Aix-en-Provence,db193d6a-d53f-48ae-9395-7bab83cfb650,13100.0,AIX EN PROVENCE,13001,0000,2,130010000,9737.0,59.59,21.19,79075.0,0.47,0.09,0.24,0.2,0.4,0.32,0.28,0.34,0.66,0.13,0.22,7.0,111.0,27992.02,1.0,0.23,0.23,0.29,0.25,4.0,4.0,3.0,3.0
M.,Jules,Guérin,,13100,Aix-en-Provence,db193d6a-d53f-48ae-9395-7bab83cfb650,13100.0,AIX EN PROVENCE,13001,0000,2,130010000,9737.0,59.59,21.19,79075.0,0.47,0.09,0.24,0.2,0.4,0.32,0.28,0.34,0.66,0.13,0.22,7.0,111.0,27992.02,1.0,0.23,0.23,0.29,0.25,4.0,4.0,3.0,3.0
M.,Louis,Colin,,67000,Strasbourg,2adba2f3-9515-4933-9824-6f9ece7c6e3c,67000.0,STRASBOURG,67482,0000,2,674820000,64528.0,55.66,20.62,63906.5,0.49,0.1,0.2,0.21,0.5,0.27,0.23,0.22,0.78,0.19,0.07,8.0,111.0,22478.58,1.0,0.32,0.22,0.25,0.21,2.0,4.0,1.0,4.0
M.,Émile,Dos Santos,,30000,Nîmes,e762a55c-5d50-4dcc-82a2-1d62e23b3b61,30000.0,NIMES,30189,0000,2,301890000,26493.0,60.84,20.13,57395.0,0.44,0.12,0.23,0.21,0.57,0.28,0.15,0.35,0.65,0.16,0.31,7.0,111.0,20001.63,0.0,0.35,0.27,0.25,0.13,0.0,4.0,0.0,2.0
M.,Georges,Nicolas,,69001,Lyon,39a874d4-2065-4cc3-8ae3-301bb5cee905,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Clémence,Jacques,,57000,Metz,eb0a7d59-2e20-4ff9-bb14-06041a532440,57000.0,METZ,57463,0000,2,574630000,51455.0,55.88,20.12,60618.0,0.47,0.1,0.23,0.2,0.54,0.29,0.18,0.28,0.72,0.18,0.14,7.0,111.0,21377.12,0.0,0.3,0.27,0.25,0.17,0.0,4.0,1.0,4.0
Mme,Amélie,Meyer,,49000,Angers,395bdddc-90ae-4a6f-88d0-a46aec7d0717,49000.0,ANGERS,49007,0000,2,490070000,42437.0,55.95,18.73,57293.0,0.53,0.09,0.22,0.16,0.52,0.3,0.18,0.25,0.75,0.23,0.24,7.0,111.0,21050.29,1.0,0.32,0.24,0.27,0.17,1.0,4.0,0.0,4.0
